油管-CCTV纪录片_1,#genre#
《毒虫记》第一季 03 蚂蟥：太神奇了！可怕的蚂蟥竟然也能变成救命药？【CCTV纪录】,https://www.youtube.com/watch?v=oaDRi7cN_CI
《毒虫记》第一季 02 蝎子：小身材 大毒性 却潜藏着巨大的药用价值 毒性越强 功能越强！【CCTV纪录】,https://www.youtube.com/watch?v=F0Yy_XGAIWA
《毒虫记》第一季 01 蜘蛛：你了解蜘蛛吗？它的食谱非常庞大 拥有独特的“听觉”器官【CCTV纪录】,https://www.youtube.com/watch?v=VnV3Yt0-89Q
《毒虫记》第一季 04 毒蛇：蛇毒克星！中科院研发蛇毒快速鉴别技术 五分钟内精准识别毒蛇种类【CCTV纪录】,https://www.youtube.com/watch?v=tUT36QdZ7Lg
《重生技》第二季 05 以简御繁技：木简为何出土就瞬间变黑？看修复师如何破解木简变黑难题【CCTV纪录】,https://www.youtube.com/watch?v=4uhX4S9NcqY
《重生技》第二季 04 壁画焕颜技：千年前的壁画为何有块黑窟窿？这组来自1200多年前的壁画到底经历了什么？【CCTV纪录】,https://www.youtube.com/watch?v=NQn-Q9rDP1I
《重生技》第二季 03 卧佛涅槃技：现代科技让大足石刻卧佛不再流泪 千年难题一朝破解！【CCTV纪录】,https://www.youtube.com/watch?v=vQzKYXmnNmk
《重生技》第二季 02 经卷复生技：《度人经》修复挑战！修复师施“微创手术”拼合残卷 让尘封700年的道教至宝重见天日 【CCTV纪录】,https://www.youtube.com/watch?v=Xfaci7f-mKc
《重生技》第二季 01 珐华出水技：16世纪沉没古船考古调查 满载珐华器、瓷器、金属器的商船重见天日【CCTV纪录】,https://www.youtube.com/watch?v=P8seCqVlOiI
《河湟三章》03 合：河湟谷地 民族交融的文化走廊 古丝路上的璀璨明珠！【CCTV纪录】,https://www.youtube.com/watch?v=lBpdbGUOGAk
《河湟三章》02 和：为啥西野救护的雪豹都姓凌？它有着特殊意指 西野人希望每一只雪豹都能跨过生命的险隘【CCTV纪录】,https://www.youtube.com/watch?v=IUajVPT00rM
《河湟三章》01 河：“刀尖上的舞蹈” 冠绝青海！平均高度3米以上的班沙尔高跷 流传至今的河湟社火绝技【CCTV纪录】,https://www.youtube.com/watch?v=stWo53ixO5w
岭南人用各种各样的汤来应对湿热 湿气 响螺片椰肉猪骨汤 花胶炖鸡汤《舌尖上的中国》第三季 04【CCTV纪录】,https://www.youtube.com/watch?v=RVVib0pErnw
药膳：不同的食材搭配 造就出功效不同的饮食秘方《舌尖上的中国》第三季 04【CCTV纪录】,https://www.youtube.com/watch?v=HxFDc4K66Ps
中医药丰富了中国人的餐桌 石仙桃清蒸鳤鱼 牡蒿蒸嫩鸭 酒糟芋头面《舌尖上的中国》第三季 04【CCTV纪录】,https://www.youtube.com/watch?v=hTp2yLFHHqk
几刀下去让黄瓜变成艺术化的美食 蓑衣黄瓜闪亮登场！《舌尖上的中国》第三季 04【CCTV纪录】,https://www.youtube.com/watch?v=ck7FjJpLcR8
十大碗是什么？第一碗是炸肉 第二碗是鸡羹 第三碗是银耳 第四碗是丸子......《舌尖上的中国》第三季 03【CCTV纪录】,https://www.youtube.com/watch?v=n38q1ssaMOE
沙茶焖牛肉  每一丝牛肉都裹满沙茶汁 一口下去满嘴留香！《舌尖上的中国》第三季 03【CCTV纪录】,https://www.youtube.com/watch?v=VvrKEcyIL0s
一起去吃宴席！莲藕宴 鱼宴......你最想吃的哪一种？ 《舌尖上的中国》第三季 03【CCTV纪录】,https://www.youtube.com/watch?v=Qf93HYo51Yw
什么是文会宴？《红楼梦》中刘姥姥在大观园中品尝的“跑了味儿”的茄子是什么样的？《舌尖上的中国》第三季 03【CCTV纪录】,https://www.youtube.com/watch?v=35uKrWCd2Ug
石花膏 面线糊 海蛎煎......属于泉州的小吃是什么？《舌尖上的中国》第三季 02【CCTV纪录】,https://www.youtube.com/watch?v=wPEO8M0bzIQ
在乐山有一种小吃让人欲罢不能！它是乐山人民的奇思妙想《舌尖上的中国》第三季 02【CCTV纪录】,https://www.youtube.com/watch?v=8web3dfEl0w
陕西名厨展示绝技！金边白菜出锅 一道经典再次重生《舌尖上的中国》第三季 01【CCTV纪录】,https://www.youtube.com/watch?v=qgrVzHNzYyc
在老天津人眼里最好吃的煎饼馃子 永远都是我们家楼下那家《舌尖上的中国》第三季 02【CCTV纪录】,https://www.youtube.com/watch?v=KbucwjFFcwc
稀豆粉 鱼饭 炸糕 熟梨膏 各地小吃 独属于当地的味道《舌尖上的中国》第三季 02【CCTV纪录】,https://www.youtube.com/watch?v=3NJnZTYjxlI
中国是世界上最早运用蒸汽来烹制食物的国家 章丘的铁锅为什么这么好？《舌尖上的中国》第三季 01【CCTV纪录】,https://www.youtube.com/watch?v=EaCQqcO5di4
