战争片,#genre#
战争与人,https://v1.qdhdcate.com/yyv1/202308/20/SiYAmuKDSA2/video/index.m3u8
川岛芳子,https://v1.qdhdcate.com/yyv1/202308/20/w7UZzjJFXQ2/video/index.m3u8
恐惧与欲望,https://v1.qdhdcate.com/yyv1/202308/20/fRzeHSqt722/video/index.m3u8
战犬出击,https://v1.qdhdcate.com/yyv1/202308/20/HpVS4WRmiw2/video/index.m3u8
心灵与智慧,https://v1.qdhdcate.com/yyv1/202308/20/m73gM2G0Xu2/video/index.m3u8
帝国的毁灭,https://v1.qdhdcate.com/yyv1/202308/20/HWWqfXdt2P2/video/index.m3u8
延安游击队,https://v1.qdhdcate.com/yyv1/202308/20/6sLqfkcSN22/video/index.m3u8
战火黎明,https://v1.qdhdcate.com/yyv1/202308/20/KymKfAZ7Zw2/video/index.m3u8
影子超人,https://v1.qdhdcate.com/yyv1/202308/20/QGTdgiiJ7g2/video/index.m3u8
浴血反击,https://v1.qdhdcate.com/yyv1/202308/20/nUADrLujYk2/video/index.m3u8
带兵的人,https://v1.qdhdcate.com/yyv1/202308/20/JwG90JgS0h2/video/index.m3u8
开国大典,https://v1.qdhdcate.com/yyv1/202308/20/67hn6VzVjH2/video/index.m3u8
战上海,https://v1.qdhdcate.com/yyv1/202308/20/UF0p17NEME2/video/index.m3u8
木兰之巾帼英豪,https://v1.qdhdcate.com/yyv1/202308/20/aM17wvrLps2/video/index.m3u8
打击侵略者,https://v1.qdhdcate.com/yyv1/202308/20/EZGtDreB1Z2/video/index.m3u8
星条旗永不落,https://v1.qdhdcate.com/yyv1/202308/20/YJjfjG5dK62/video/index.m3u8
潘菲洛夫28勇士,https://v1.qdhdcate.com/yyv1/202308/20/6tdVk4BcJs2/video/index.m3u8
灭狼行动,https://v1.qdhdcate.com/yyv1/202308/20/g92WgYtMrd2/video/index.m3u8
浴血无名川,https://v1.qdhdcate.com/yyv1/202308/20/XjmxqrL0PR2/video/index.m3u8
热砂中的坦克军团,https://v1.qdhdcate.com/yyv1/202308/20/0zA3bnX7W62/video/index.m3u8
无知的声音,https://v1.qdhdcate.com/yyv1/202308/20/ipQrSz7YfZ2/video/index.m3u8
漠北十八勇士,https://v1.qdhdcate.com/yyv1/202308/20/yZxEM4Y65G2/video/index.m3u8
火爆三兄弟,https://v1.qdhdcate.com/yyv1/202308/20/3WBLctpzwy2/video/index.m3u8
洪湖赤卫队,https://v1.qdhdcate.com/yyv1/202308/20/D1D1Xqna962/video/index.m3u8
渡江！渡江！,https://v1.qdhdcate.com/yyv1/202308/20/LzgiXGWU6g2/video/index.m3u8
无名战士,https://v1.qdhdcate.com/yyv1/202308/20/88yvYTj0bK2/video/index.m3u8
烽火丽人,https://v1.qdhdcate.com/yyv1/202308/20/hVTWXKGHKb2/video/index.m3u8
杜鹃花飞,https://v1.qdhdcate.com/yyv1/202308/20/cSGDc9qYMm2/video/index.m3u8
智取华山,https://v1.qdhdcate.com/yyv1/202308/20/XUVWXhn5Ut2/video/index.m3u8
桂河大桥,https://v1.qdhdcate.com/yyv1/202308/20/fvJsQ115z12/video/index.m3u8
明末遗恨,https://v1.qdhdcate.com/yyv1/202308/20/NJiqjjfh1w2/video/index.m3u8
民主青年进行曲,https://v1.qdhdcate.com/yyv1/202308/20/p97Fcf3tNx2/video/index.m3u8
渡江侦察记,https://v1.qdhdcate.com/yyv1/202308/20/B1jagLczeu2/video/index.m3u8
海魂（1958）,https://v1.qdhdcate.com/yyv1/202308/20/C9UDXV6ai12/video/index.m3u8
撒哈拉奇兵,https://v1.qdhdcate.com/yyv1/202308/20/c7bJ1aUJ072/video/index.m3u8
桥1969,https://v1.qdhdcate.com/yyv1/202308/20/DyP19YTF7k2/video/index.m3u8
栖霞寺1937,https://v1.qdhdcate.com/yyv1/202308/20/uEMR7N7mAF2/video/index.m3u8
暗剑,https://v1.qdhdcate.com/yyv1/202308/20/eZJW3T5mbp2/video/index.m3u8
空投柏林(上集),https://v1.qdhdcate.com/yyv1/202308/20/nLLqemJyBu2/video/index.m3u8
神凤威龙,https://v1.qdhdcate.com/yyv1/202308/20/jDExLZQaEM2/video/index.m3u8
极地漫步,https://v1.qdhdcate.com/yyv1/202308/20/Q4zJ6wS62A2/video/index.m3u8
特种兵王,https://v1.qdhdcate.com/yyv1/202308/20/1azyBSm1C92/video/index.m3u8
空中火灾,https://v1.qdhdcate.com/yyv1/202308/20/rsuDEdzmmb2/video/index.m3u8
红色的种子,https://v1.qdhdcate.com/yyv1/202308/20/jnfQQkFv6S2/video/index.m3u8
王良军长,https://v1.qdhdcate.com/yyv1/202308/20/cfW4XvsWSL2/video/index.m3u8
破晓徂徕山,https://v1.qdhdcate.com/yyv1/202308/20/0siAdWbP4a2/video/index.m3u8
红海行动,https://v1.qdhdcate.com/yyv1/202308/20/2iMUVkGmet2/video/index.m3u8
烽火逐金,https://v1.qdhdcate.com/yyv1/202308/20/tDchMvNweV2/video/index.m3u8
红色圩场,https://v1.qdhdcate.com/yyv1/202308/20/F7rf8q36Jy2/video/index.m3u8
突破乌江,https://v1.qdhdcate.com/yyv1/202308/20/pZMVpPe1vp2/video/index.m3u8
甲午风云,https://v1.qdhdcate.com/yyv1/202308/20/P6Z97ePdcJ2/video/index.m3u8
百团大战,https://v1.qdhdcate.com/yyv1/202308/20/TLAYEjgbEf2/video/index.m3u8
红色机尾,https://v1.qdhdcate.com/yyv1/202308/20/Nkyi7GvpiY2/video/index.m3u8
父辈的旗帜,https://v1.qdhdcate.com/yyv1/202308/20/nYvaDv0ga92/video/index.m3u8
索尔之子,https://v1.qdhdcate.com/yyv1/202308/20/tYHiZLsQMC2/video/index.m3u8
跨过鸭绿江电影版,https://v1.qdhdcate.com/yyv1/202308/20/NwWTp9bJg92/video/index.m3u8
红巴山,https://v1.qdhdcate.com/yyv1/202308/20/TMhVa8gnGh2/video/index.m3u8
自己去看,https://v1.qdhdcate.com/yyv1/202308/20/5ScC5QJDXK2/video/index.m3u8
红孩子,https://v1.qdhdcate.com/yyv1/202308/20/HfPk1PG2hW2/video/index.m3u8
科巴尼,https://v1.qdhdcate.com/yyv1/202308/20/z61mBHY66h2/video/index.m3u8
狙击手,https://v1.qdhdcate.com/yyv1/202308/20/4exXttMVqK2/video/index.m3u8
犬王,https://v1.qdhdcate.com/yyv1/202308/20/BghLtDsLMP2/video/index.m3u8
狐步舞,https://v1.qdhdcate.com/yyv1/202308/20/rkz2XKgGgy2/video/index.m3u8
红日,https://v1.qdhdcate.com/yyv1/202308/20/RrLYArrZf82/video/index.m3u8
赵云传之龙鸣长坂坡,https://v1.qdhdcate.com/yyv1/202308/20/tJ5ePVqnNz2/video/index.m3u8
英雄坦克手,https://v1.qdhdcate.com/yyv1/202308/20/sm3b0QB8FD2/video/index.m3u8
诺曼底大风暴,https://v1.qdhdcate.com/yyv1/202308/20/iMC4VekcDC2/video/index.m3u8
越战创伤,https://v1.qdhdcate.com/yyv1/202308/20/Sz5NzxutNR2/video/index.m3u8
英雄连2013,https://v1.qdhdcate.com/yyv1/202308/20/VAPEPUS7dr2/video/index.m3u8
英雄小八路,https://v1.qdhdcate.com/yyv1/202308/20/zAqmGeHgqQ2/video/index.m3u8
胡奇才决战新开岭,https://v1.qdhdcate.com/yyv1/202308/20/aJfwr6HSsB2/video/index.m3u8
贝伦施泰因,https://v1.qdhdcate.com/yyv1/202308/20/VF5F7tML2q2/video/index.m3u8
血染雪山堡,https://v1.qdhdcate.com/yyv1/202308/20/2swBGF2vTB2/video/index.m3u8
蝴蝶的舌头,https://v1.qdhdcate.com/yyv1/202308/20/RWkN1uDpjp2/video/index.m3u8
红鹰传,https://v1.qdhdcate.com/yyv1/202308/20/mTnuwCpFZs2/video/index.m3u8
谁主沉浮,https://v1.qdhdcate.com/yyv1/202308/20/yDuNe3eLrQ2/video/index.m3u8
绝地防线,https://v1.qdhdcate.com/yyv1/202308/20/NSKNELYZ152/video/index.m3u8
英雄连,https://v1.qdhdcate.com/yyv1/202308/20/zdBkUnMQd22/video/index.m3u8
被涂污的鸟,https://v1.qdhdcate.com/yyv1/202308/20/n5md8YP07G2/video/index.m3u8
触不可及 2014,https://v1.qdhdcate.com/yyv1/202308/20/HU1EXK641x2/video/index.m3u8
血性山谷,https://v1.qdhdcate.com/yyv1/202308/20/LA1SYXn72w2/video/index.m3u8
约克军曹,https://v1.qdhdcate.com/yyv1/202308/20/jvMH31Kcri2/video/index.m3u8
绝战,https://v1.qdhdcate.com/yyv1/202308/20/UC3N6TsbeN2/video/index.m3u8
赣南1934,https://v1.qdhdcate.com/yyv1/202308/20/cp5kSVm2de2/video/index.m3u8
纳瓦隆大炮,https://v1.qdhdcate.com/yyv1/202308/20/RzPj9nnuyU2/video/index.m3u8
赤壁(下),https://v1.qdhdcate.com/yyv1/202308/20/ziWE6GjwTv2/video/index.m3u8
赤壁(上),https://v1.qdhdcate.com/yyv1/202308/20/50tSd6xeYi2/video/index.m3u8
象棋的故事,https://v1.qdhdcate.com/yyv1/202308/20/JUm8JSHp2g2/video/index.m3u8
虎！虎！虎！,https://v1.qdhdcate.com/yyv1/202308/20/bZ5nxAzZkR2/video/index.m3u8
迷失列车,https://v1.qdhdcate.com/yyv1/202308/20/7FnDG8TVwL2/video/index.m3u8
这里的黎明静悄悄,https://v1.qdhdcate.com/yyv1/202308/20/bJ51JGZ5SK2/video/index.m3u8
黎巴嫩【历届佳片】,https://v1.qdhdcate.com/yyv1/202308/20/japqb8qJhu2/video/index.m3u8
闪闪的红星1974,https://v1.qdhdcate.com/yyv1/202308/20/jrFFBTgTxW2/video/index.m3u8
郓城攻坚战,https://v1.qdhdcate.com/yyv1/202308/20/N1dupHfGZJ2/video/index.m3u8
雪豹之暗战天机,https://v1.qdhdcate.com/yyv1/202308/20/Jd0p76XqE52/video/index.m3u8
量子启示录,https://v1.qdhdcate.com/yyv1/202308/20/pBeYAuibx62/video/index.m3u8
铁道游击队,https://v1.qdhdcate.com/yyv1/202308/20/sCV3vp0fN02/video/index.m3u8
黑风计划,https://v1.qdhdcate.com/yyv1/202308/20/fSpkbgNPSJ2/video/index.m3u8
黑鹰坠落,https://v1.qdhdcate.com/yyv1/202308/20/UcSxPcCnRG2/video/index.m3u8
黑太阳731,https://v1.qdhdcate.com/yyv1/202308/20/hJqf6nqMUS2/video/index.m3u8
黑风行动,https://v1.qdhdcate.com/yyv1/202308/20/wwigXd7yj72/video/index.m3u8
铁道卫士,https://v1.qdhdcate.com/yyv1/202308/20/ygXHMQzeM72/video/index.m3u8
革命往事,https://v1.qdhdcate.com/yyv1/202308/20/FHJLR1cb8B2/video/index.m3u8
黑山阻击战,https://v1.qdhdcate.com/yyv1/202308/20/07u3LAQchS2/video/index.m3u8
间谍之妻,https://v1.qdhdcate.com/yyv1/202308/20/YZvMx1PULg2/video/index.m3u8
辛亥革命,https://v1.qdhdcate.com/yyv1/202308/20/WhCWmPBs3a2/video/index.m3u8
飞刀华,https://v1.qdhdcate.com/yyv1/202308/20/JA7L7QPxUZ2/video/index.m3u8
长津湖,https://v1.qdhdcate.com/yyv1/202308/20/Gz7nZhy5gL2/video/index.m3u8
飞虎队,https://v1.qdhdcate.com/yyv1/202308/20/ttVmn8xApa2/video/index.m3u8
还我河山,https://v1.qdhdcate.com/yyv1/202308/20/qeMGbJ5yiM2/video/index.m3u8
验伤,https://v1.qdhdcate.com/yyv1/202308/20/Yv44pcCvze2/video/index.m3u8
鸡毛信,https://v1.qdhdcate.com/yyv1/202308/20/Vwec5jfa462/video/index.m3u8
长征,https://v1.qdhdcate.com/yyv1/202308/20/6mhsrgESNx2/video/index.m3u8
飞行员,https://v1.qdhdcate.com/yyv1/202308/20/JUvgt0YNpE2/video/index.m3u8
黑井,https://v1.qdhdcate.com/yyv1/202308/20/ebMchnxFmd2/video/index.m3u8
